country,state,city,station,latitude,longitude
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.063510,77.709723
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.063510,77.709723
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.063510,77.709723
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.83526,78.74460
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.73880
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.73880
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.856664,78.772638
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362
India,Uttar_Pradesh,Moradabad,"Kashiram Nagar, Moradabad - UPPCB",28.849399,78.742362
India,Uttar_Pradesh,Noida,"Sector - 62, Noida - IMD",28.6245479,77.3577104
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916 ,81.82735986 
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916 ,81.82735986 
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916 ,81.82735986 
India,Uttar_Pradesh,Varanasi,"Ardhali Bazar, Varanasi - UPPCB",25.3505986,82.9083074
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687
India,Uttarakhand,Dehradun,"Doon University, Dehradun - UKPCB",30.269444,78.044167
India,Uttarakhand,Kashipur,"Govt. Girls Inter College, Kashipur - UKPCB",29.2124114,78.9611753
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",23.5404352,87.2892225
India,West_Bengal,Durgapur,"Sidhu Kanhu Indoor Stadium, Durgapur - WBPCB",23.5404352,87.2892225
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022
India,West_Bengal,Kolkata,"Ballygunge, Kolkata - WBPCB",22.5367507,88.3638022
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.556640,88.342674
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.556640,88.342674
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",16.9872867,81.7363176
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",13.67,79.35
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",16.536107,80.594233
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",16.486692,80.699436
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",16.509717,80.612222
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",17.72,83.3
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27.103358,93.679645
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27.103358,93.679645
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",26.071318,91.87488
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",26.10887,91.589544
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",26.187500,91.744194
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA",26.181742,91.78063
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",26.349082,92.68449
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525
India,Assam,Silchar,"Tarapur, Silchar - PCBA",24.82827,92.79525
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",26.987634,94.636574
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",26.146529,87.454184
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",25.5626095,84.663264
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",24.75746,84.366208
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",26.80365,84.51954
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",25.251013,86.989001
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",25.265194,87.012947
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",25.7808257,84.7446768
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",25.7808257,84.7446768
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",25.7808257,84.7446768
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",24.7955,84.9994
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",24.7955,84.9994
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",24.7955,84.9994
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",24.7955,84.9994
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",24.792403,84.992416
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",24.762518,84.982348
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",24.762518,84.982348
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",25.697189,85.245900
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",25.560083,87.553265
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",26.0881305,87.93840336
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.308328,84.531742
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27.308328,84.531742
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",26.63086,84.90051
India,Bihar,Munger,"Town Hall, Munger - BSPCB",25.376776,86.471523
India,Bihar,Munger,"Town Hall, Munger - BSPCB",25.376776,86.471523
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",26.11442,85.39813
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",26.1209,85.3647
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",25.586562,85.043586
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25.610369,85.132568
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB",25.610369,85.132568
India,Bihar,Patna,"Muradpur, Patna - BSPCB",25.619651,85.147382
India,Bihar,Patna,"Muradpur, Patna - BSPCB",25.619651,85.147382
India,Bihar,Patna,"Samanpura, Patna - BSPCB",25.596727,85.085624
India,Bihar,Patna,"Samanpura, Patna - BSPCB",25.596727,85.085624
India,Bihar,Patna,"Samanpura, Patna - BSPCB",25.596727,85.085624
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",25.859655,85.77944
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB",24.952822,84.002396
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",30.735567,76.775714
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",21.194815,81.314770
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",22.08815,82.13737
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",22.368195,82.746431
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",22.368195,82.746431
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.348441,82.549611
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB",22.348441,82.549611
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",22.126650,83.483212
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",22.126650,83.483212
India,Chhattisgarh,Kunjemura,"OP Jindal School, Kunjemura - CECB",22.126650,83.483212
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB",22.1910172,83.5197009
India,Chhattisgarh,Raipur,"AIIMS, Raipur - CECB",21.258815,81.578979
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",21.219665,81.630094
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",21.219665,81.630094
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.237755,81.705301
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",21.237755,81.705301
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",21.371751,81.664929
India,Chhattisgarh,Tumidih,"OP Jindal Industrial Park, Tumidih - CECB",22.06631475,83.33820077
India,Delhi,Delhi,"Alipur, Delhi - DPCC",28.815329,77.153010
India,Delhi,Delhi,"Alipur, Delhi - DPCC",28.815329,77.153010
India,Delhi,Delhi,"Alipur, Delhi - DPCC",28.815329,77.153010
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.647622,77.3158090
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.647622,77.3158090
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",28.647622,77.3158090
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",28.4706914,77.1099364
India,Delhi,Delhi,"Bawana, Delhi - DPCC",28.776200,77.051074
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",28.5512005,77.2735737
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IMD",28.5512005,77.2735737
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.498571,77.264840
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",28.498571,77.264840
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.6811736,77.3025234
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",28.6811736,77.3025234
India,Delhi,Delhi,"ITO, Delhi - CPCB",28.628624,77.241060
India,Delhi,Delhi,"ITO, Delhi - CPCB",28.628624,77.241060
India,Delhi,Delhi,"ITO, Delhi - CPCB",28.628624,77.241060
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",28.5918245,77.2273074
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",28.5918245,77.2273074
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC",28.611281,77.237738
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.636429,77.201067
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.636429,77.201067
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC",28.636429,77.201067
India,Delhi,Delhi,"Mundka, Delhi - DPCC",28.684678,77.076574
India,Delhi,Delhi,"Mundka, Delhi - DPCC",28.684678,77.076574
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",28.60909,77.0325413
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",28.570173,76.933762
India,Delhi,Delhi,"Narela, Delhi - DPCC",28.822836,77.101981
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.567890,77.250515
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",28.567890,77.250515
India,Delhi,Delhi,"New Moti Bagh, Delhi - MHUA",28.57834,77.18400
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",28.530785,77.271255
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",28.674045,77.131023
India,Delhi,Delhi,"Pusa, Delhi - DPCC",28.639652,77.146275
India,Delhi,Delhi,"Pusa, Delhi - DPCC",28.639652,77.146275
India,Delhi,Delhi,"Pusa, Delhi - DPCC",28.639652,77.146275
India,Delhi,Delhi,"Pusa, Delhi - IMD",28.636110,77.173332
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",28.563262,77.186937
India,Delhi,Delhi,"Rohini, Delhi - DPCC",28.732528,77.119920
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",28.6514781,77.1473105
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.5504249,77.2159377
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",28.5504249,77.2159377
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",28.710508,77.249485
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.315260
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.315260
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",28.672342,77.315260
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",28.699793,77.165453
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",22.977134,72.553024
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",23.002657,72.591912
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",23.020509,72.579261
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",23.016834,72.625775
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",23.041137,72.456691
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",23.023389,72.515201
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",23.043070,72.562968
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.613267,73.010555
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",21.613267,73.010555
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",23.163798,72.677768
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",23.243639,72.68994
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",23.221714,72.654328
India,Gujarat,Surat,"Science Center, Surat - SMC",21.170046,72.795405
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",20.362421,72.918013
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",30.379589,76.778328
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.3419248,77.319699
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",28.3419248,77.319699
India,Haryana,Bhiwani,"H.B. Colony, Bhiwani - HSPCB",28.806223,76.141105
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.206800,76.799700
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.206800,76.799700
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",28.206800,76.799700
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39072,77.30059
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",28.39072,77.30059
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",28.4417,77.3217
India,Haryana,Faridabad,"Sector- 16A, Faridabad - HSPCB",28.4088421,77.3099081
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",29.503664,75.467934
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",28.422681,77.148944
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.4227,77.0667
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",28.4227,77.0667
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",28.4275,77.1465
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",29.140560,75.744941
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619
India,Haryana,Jind,"Police Lines, Jind - HSPCB",29.307814,76.337619
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",29.8006,76.4155
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",29.966942,76.875879
India,Haryana,Mandikhera,"General Hospital, Mandikhera - HSPCB",27.9002,76.9938
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",28.360699,76.936090
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",28.360699,76.936090
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",28.360699,76.936090
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",28.1485564,77.3320667
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",30.7057778,76.8531805555555
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",30.7057778,76.8531805555555
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",29.497973,76.993331
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.027200,77.062100
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.027200,77.062100
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",29.027200,77.062100
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",30.1480566,77.2893471
India,Himachal Pradesh,Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB",30.943887,76.801991
India,Jharkhand,Dhanbad,"Kalakusuma, Dhanbad - DMC",23.811548,86.481238
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",23.80569,86.44268
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.172806,75.659694
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",16.172806,75.659694
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",15.888653,74.541751
India,Karnataka,Belgaum,"Ramteerth Nagar, Belgaum - KSPCB",15.888653,74.541751
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",12.9135218,77.5950804
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",13.029152,77.585901
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.920984,77.584908
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",12.920984,77.584908
India,Karnataka,Bengaluru,"Kasturi Nagar, Bengaluru - KSPCB",13.003872,77.664217
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",12.921418,77.502466
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",13.0246342,77.5080115
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",12.917348,77.622813
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",17.930306,77.482194
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",17.930306,77.482194
India,Karnataka,Bidar,"Naubad, Bidar - KSPCB",17.930306,77.482194
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55358,76.55521
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55358,76.55521
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",11.55358,76.55521
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",13.428828,77.731418
India,Karnataka,Chikkamagaluru,"Kalyana Nagara, Chikkamagaluru - KSPCB",13.328028,75.797056
India,Karnataka,Davanagere,"Devaraj Urs Badavane, Davanagere - KSPCB",14.475800,75.905200
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",15.459706,75.008381
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",15.459706,75.008381
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133
India,Karnataka,Gadag,"Panchal Nagar, Gadag - KSPCB",15.411456,75.638133
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",14.791800,75.389600
India,Karnataka,Haveri,"Ashwini Nagar, Haveri - KSPCB",14.791800,75.389600
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",15.351773,75.140726
India,Karnataka,Hubballi,"Deshpande Nagar, Hubballi - KSPCB",15.351773,75.140726
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",15.3714823,75.1160168
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",15.3714823,75.1160168
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",17.321993,76.822628
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",14.816666,74.141003
India,Karnataka,Karwar,"KHB Colony, Karwar - KSPCB",14.816666,74.141003
India,Karnataka,Koppal,"Diwator Nagar, Koppal - KSPCB",15.347630,76.181767
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",12.415911,75.735050
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",12.889250,74.853000
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB",12.889250,74.853000
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",12.21041,76.37376
India,Karnataka,Raichur,"Haji Colony, Raichur - KSPCB",16.208139,77.348417
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",12.733409,77.298051
India,Karnataka,Udupi,"Brahmagiri, Udupi - KSPCB",13.34194444,74.74694444
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",16.802639,75.722694
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",16.802639,75.722694
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB",10.073232,76.302765
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",11.875000,75.373200
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB",8.8787,76.6073
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",8.563700,76.886500
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",8.563700,76.886500
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",8.563700,76.886500
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",23.210494,77.425409
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",23.210494,77.425409
